SEQID,ID,Enterococcus mundtii DSM 4838,Enterobacter mori DSM 26271,Staphylococcus epidermidis AU 24,Escherichia coli DSM 498,Pseudomonas putida DSM 6125,Actinetobacter baylyi DSM 14961,Enterococcus faecium DSM 20477,Staphylococcus aureus DSM 20231,Klebsiella oxytoca DSM 5175,Actinetobacter baumannii DSM 300007,Pseudomonas aeruginosa DSM 19880,Enterobacter cloacae DSM 30054
PBI66519.barcode46,AGS-131125-PDA-GR3-7,111,111,111,111,110,110,111,111,111,111,001,111
PBI66519.barcode47,AGS-131125-PDA-GR4-9,111,000,111,000,000,000,111,111,000,000,000,000
PBI66519.barcode52,AASS-011225-GR6-PDA-3,111,000,111,000,000,000,111,111,000,000,000,000
PBI66519.barcode56,AASS-011225-GR3-R2A-6,111,110,111,111,000,111,111,111,111,111,111,111
PBI66519.barcode58,AASS-011225-GR4-PDA-1,111,000,111,000,000,000,111,111,000,000,000,000
PBI66519.barcode59,HOR-181125-GR1-PDA-19,111,111,111,111,000,111,111,111,111,111,111,111
PBI66519.barcode61,HOR-181125-GR2-PDA-4,000,000,000,000,000,000,111,111,000,000,000,000
PBI66519.barcode64,HOR-181125-GR10-PDA-12,111,000,000,000,000,000,111,111,000,111,000,000
PBI66519.barcode69,HOR-181125-GR4-PDA-6,000,111,111,111,111,111,111,111,111,111,111,111
PBI66519.barcode70,HOR-181125-GR7-PDA-16,000,111,111,111,111,111,111,111,111,111,111,111
PBI66519.barcode76,HOR-181125-GR8-PDA-16,000,000,000,000,000,111,111,111,000,000,000,000
PBI66519.barcode91,HOR-181125-GR6-PDA-12,111,000,110,000,000,000,111,000,000,000,000,111
PBI66519.barcode92,HOR-181125-GR7-PDA-17,111,000,111,000,000,000,111,111,000,000,000,000
PBI66519.barcode94,AGS-131125-GR4-BHI-6,000,000,000,000,000,000,111,111,000,000,000,000
PBI66519.barcode96,HOR-181125-GR7-PDA-20,000,000,000,000,000,000,111,111,000,000,000,000
PBK85545.barcode01,SG-15-01-26-GR2-BHI-14,000,000,111,000,000,000,111,111,000,111,000,000
PBK85545.barcode02,HG-24-02-26-GR5-10%NB-12,000,000,111,000,000,000,110,000,000,000,000,000
PBK85545.barcode04,SS-13-03-26-GR12-10%NB-18,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode05,SS-13-03-26-GR16-R2A-1,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode06,MUN-27-03-26-GR2-AC-6,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode07,MUN-20-01-26-GR2-PDA-1,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode11,MUN-27-03-26-GR1-R2A-8,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode12,MUN-27-03-26-GR5-BHI-5,000,000,000,000,000,000,110,000,000,000,000,000
PBK85545.barcode13,RK-08-04-26-GR4-BHI-20,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode14,RK-08-04-26-GR7-PDA-14,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode15,RAG-21-01-26-GR5-AC-1,000,000,111,000,110,000,000,000,000,000,000,000
PBK85545.barcode16,RAG-21-01-26-GR3-AC-14,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode18,SG-15-01-26-GR7-ISP2-7,000,000,110,000,000,000,000,000,000,000,000,000
PBK85545.barcode20,SS-13-03-26-GR11-ISP2-18,000,110,000,000,000,000,111,110,000,000,000,000
PBK85545.barcode21,SKG-27-02-26-GR1-ISP2-18,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode24,SKG-27-02-26-GR3-ISP2-2,000,000,111,000,000,111,000,111,000,000,000,000
PBK85545.barcode25,HG-24-02-26-GR6-BHI-17,000,000,111,000,000,000,000,111,000,111,000,000
PBK85545.barcode27,RK-08-04-26-GR2-ISP2-8,000,000,110,000,000,000,110,000,000,000,000,000
PBK85545.barcode28,SKG-27-02-26-GR3-PDA-11,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode30,SKG-27-02-26-GR1-ISP2-13,000,000,110,000,000,000,000,000,000,000,000,000
PBK85545.barcode31,SS-13-03-26-GR5-ISP2-18,000,000,111,000,000,000,000,110,110,000,000,000
PBK85545.barcode32,SG-15-01-26-GR6-10%NB-15,000,111,000,000,110,000,000,110,111,000,110,110
PBK85545.barcode34,MUN-27-03-26-GR5-ISP2-14,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode35,RK-08-04-26-GR7-PDA-12,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode36,SG-15-01-26-GR7-ISP2-10,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode37,VG-30-01-26-GR2-ISP2-9,000,000,110,110,110,000,000,111,000,111,000,000
PBK85545.barcode39,RAG-21-01-26-GR1-ISP2-4,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode40,HG-24-02-26-GR1-ISP2-15,000,000,111,000,000,000,000,111,000,000,000,000
PBK85545.barcode41,SS-13-03-26-GR5-ISP2-19,000,110,110,110,000,110,000,000,110,000,000,000
PBK85545.barcode42,MUN-27-03-26-GR1-ISP2-12,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode43,MUN-27-03-26-GR9-ISP2-19,000,000,110,000,000,000,111,000,000,000,000,000
PBK85545.barcode44,MUN-27-03-26-GR1-ISP2-20,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode46,SG-15-01-26-GR1-ISP2-20,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode47,HG-24-02-26-GR4-BHI-18,000,000,000,000,000,000,000,000,000,111,000,000
PBK85545.barcode49,SS-13-03-26-GR5-ISP2-17,000,000,000,000,000,110,000,000,000,000,000,000
PBK85545.barcode50,SKG-27-02-26-GR3-ISP2-5,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode51,VG-30-01-26-GR1-ISP2-1,000,000,111,000,000,000,110,110,000,000,000,000
PBK85545.barcode52,HG-24-02-26-GR9-ISP2-6,000,000,000,000,000,000,000,110,000,000,000,000
PBK85545.barcode53,VG-30-01-26-GR2-ISP2-15,000,000,000,000,000,110,110,000,000,000,000,000
PBK85545.barcode55,EG-08-04-26-GR3-ISP2-19,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode57,SG-15-01-26-GR7-ISP2-3,000,000,000,000,000,111,111,000,000,000,000,000
PBK85545.barcode59,MUN-27-03-26-GR1-ISP2-18,000,000,000,000,000,000,111,000,000,000,000,000
PBK85545.barcode60,RAG-21-01-26-GR3-ISP2-2,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode61,VG-30-01-26-GR2-ISP2-19,000,000,000,000,000,000,000,111,000,000,000,000
PBK85545.barcode62,RAG-21-01-26-GR5-AC-8,000,000,000,000,000,000,000,000,000,000,111,000
PBK85545.barcode63,MUN-20-01-26-GR5-ISP2-6,000,000,111,000,000,000,111,000,000,000,000,000
PBK85545.barcode64,MUN-27-03-26-GR1-ISP2-14,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode65,MUN-27-03-26-GR7-ISP2-17,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode67,MUN-27-03-26-GR7-ISP2-7,000,000,111,000,000,000,000,110,000,000,000,000
PBK85545.barcode68,HG-24-02-26-GR5-PDA-11,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode70,HG-24-02-26-GR1-ISP2-8,000,000,000,000,000,000,110,000,000,000,000,000
PBK85545.barcode71,SKG-27-02-26-GR2-ISP2-7,000,000,110,000,000,000,000,000,000,000,000,000
PBK85545.barcode73,SKG-27-02-26-GR1-ISP2-17,000,000,000,000,000,000,000,110,000,000,000,000
PBK85545.barcode74,SKG-27-02-26-GR3-ISP2-6,000,000,000,000,000,000,000,110,000,000,000,000
PBK85545.barcode75,SS-13-03-26-GR12-ISP2-4,000,000,000,000,000,111,000,000,000,000,000,000
PBK85545.barcode76,SS-13-03-26-GR11-ISP2-15,000,000,111,000,000,000,000,110,000,000,000,000
PBK85545.barcode79,SS-13-03-26-GR5-ISP2-20,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode80,RAG-21-01-26-GR5-AC-6,000,000,000,000,000,000,000,000,000,000,111,000
PBK85545.barcode81,VG-30-01-26-GR2-ISP2-14,000,000,111,000,000,000,000,110,000,000,000,000
PBK85545.barcode82,VG-30-01-26-GR1-ISP2-3,000,000,111,000,000,000,000,111,000,000,000,000
PBK85545.barcode83,SG-15-01-26-GR6-ISP2-9,000,000,000,000,000,111,000,000,000,000,000,000
PBK85545.barcode84,SG-15-01-26-GR7-ISP2-19,000,000,111,000,000,000,000,000,000,000,000,000
PBK85545.barcode86,SKG-27-02-26-GR1-ISP2-4,000,000,000,000,000,000,000,000,000,000,000,000
PBK85545.barcode88,BG-08-05-26-GR6-AC-2,000,111,000,110,000,111,111,000,111,110,000,111
PBK85545.barcode89,BG-080526-Gr3-BHI -13,000,000,110,000,000,110,110,111,000,000,000,000
PBK85545.barcode90,HG-24-02-26-GR6-BHI-14,000,000,111,000,000,000,000,111,000,111,000,000
PBK85545.barcode91,HG-24-02-26-GR6-BHI-18,000,000,111,000,000,000,000,111,000,111,000,000
PBK85545.barcode92,HG-24-02-26-GR6-BHI-17,000,000,111,000,000,000,000,111,000,111,000,000
PBK85545.barcode94,MUN-20-01-26-GR2-PDA-14,000,000,110,000,000,000,110,110,000,000,000,000
PBK85545.barcode09,SS-13-03-26-GR14-PDA-4,110,000,111,000,111,111,000,110,111,111,111,111
PBK85545.barcode19,SG-15-01-26-GR1-ISP2-19,110,000,000,000,000,000,000,110,000,000,000,000
PBK85545.barcode38,VG-30-01-26-GR4-ISP2-4,110,000,110,000,000,000,111,000,000,000,000,000
PBK85545.barcode45,VG-30-01-26-GR1-ISP2-2,110,000,000,000,000,000,111,000,000,000,000,000
PBK85545.barcode72,SKG-27-02-26-GR1-ISP2-16,110,000,111,000,000,110,000,011,000,000,000,000
PBK85545.barcode93,HG-24-02-26-GR8-ISP2-9,110,000,000,000,000,111,110,110,000,000,000,000
PBK85545.barcode95,MUN-27-03-26-GR7-ISP2-19,110,000,111,000,000,111,111,110,000,111,000,000
PBK85545.barcode03,SKG-27-02-26-GR1-ISP2-2,111,111,111,111,111,111,110,110,000,110,000,000
PBK85545.barcode08,MUN-20-01-26-GR4-AC-11,111,111,111,111,111,111,000,111,111,111,111,111
PBK85545.barcode10,SS-13-03-26-GR18-R2A-10,111,000,111,000,000,000,000,111,000,000,000,000
PBK85545.barcode17,SKG-27-02-26-GR1-ISP2-20,111,000,111,000,000,000,111,111,000,000,000,000
PBK85545.barcode23,MUN-27-03-26-GR8-BHI-4,111,111,111,111,111,111,111,111,111,111,111,111
PBK85545.barcode26,HG-24-02-26-GR6-AC-14,111,000,111,000,000,000,111,111,000,000,000,000
PBK85545.barcode29,MUN-27-03-26-GR7-ISP2-13,111,000,111,000,000,000,111,111,000,000,000,000
PBK85545.barcode33,MUN-27-03-26-GR1-ISP2-19,111,000,111,000,000,110,111,111,000,111,000,000
PBK85545.barcode48,SKG-27-02-26-GR1-ISP2-12,111,000,111,000,000,000,111,111,000,000,000,000
PBK85545.barcode56,VG-30-01-26-GR2-ISP2-16,111,000,111,110,110,000,000,000,000,000,000,000
PBK85545.barcode58,MUN-27-03-26-GR5-ISP2-15,111,000,110,000,000,000,111,111,110,111,000,000
PBK85545.barcode66,MUN-27-03-26-GR7-ISP2-18,111,000,111,000,000,000,111,111,000,000,000,000
PBK85545.barcode69,HG-24-02-26-GR1-ISP2-16,111,000,111,000,000,000,110,111,000,000,000,000
PBK85545.barcode77,SS-13-03-26-GR5-ISP2-1,111,000,111,000,000,000,111,000,000,000,000,000
PBK85545.barcode85,SKG-27-02-26-GR2-ISP2-15,111,000,111,000,000,000,111,111,000,111,000,000
PBK85545.barcode87,BG-08-05-26-GR2-ISP2-3,111,110,111,111,111,111,111,111,111,111,111,111
PBK85545.barcode54,SG-15-01-26-GR7-ISP2-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
