SEQID,ID,FCID,School,Date of collection,Bioactive (0/1),Enterococcus mundtii DSM 4838,Enterobacter mori DSM 26271,Staphylococcus epidermidis AU 24,Escherichia coli DSM 498,Pseudomonas putida DSM 6125,Actinetobacter baylyi DSM 14961,Enterococcus faecium DSM 20477,Staphylococcus aureus DSM 20231,Klebsiella oxytoca DSM 5175,Actinetobacter baumannii DSM 300007,Pseudomonas aeruginosa DSM 19880,Enterobacter cloacae DSM 30054
PAW76169.barcode75,SIL-12-03-24-Gr11-ISP2-13,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode76,SIL-12-03-24-Gr7-AC-2,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,1,111,111,111,111,110,111,111,111,111,110,110,111
PAW76169.barcode77,SIL-12-03-24-Gr7-AC-3,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode78,SIL-12-03-24-Gr7-AC-5,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,1,110,111,111,111,110,111,100,111,111,111,110,111
PAW76169.barcode79,SIL-12-03-24-Gr8-AC-15,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,1,111,000,111,000,000,111,111,000,000,111,000,000
PAW76169.barcode80,SIL-12-03-24-Gr9-AC-2,PAW76169,Silkeborg gymnasium,2024-03-12T00:00:00Z,1,000,000,000,000,000,111,000,000,000,000,000,000
PAW76169.barcode81,SIL-21-02-2024-Gr18-PDA-15,PAW76169,Silkeborg Gymnasium,2024-02-21T00:00:00Z,1,110,100,000,000,000,110,100,111,000,000,000,000
PAW76169.barcode82,SIL-21-02-2024-Gr4-ISP2-8,PAW76169,Silkeborg Gymnasium,2024-02-21T00:00:00Z,1,000,000,111,000,111,111,000,000,111,000,111,000
PAW76169.barcode83,SIL-21-02-2024-Gr7-PDA-9,PAW76169,Silkeborg Gymnasium,2024-02-21T00:00:00Z,1,000,000,111,000,000,000,111,111,111,000,000,000
PAW76169.barcode84,SILK2023-Gr13-AC-11,PAW76169,Silkeborg Gymnasium,2023-09-06T00:00:00Z,1,110,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode85,VHG2023-Gr7-ISP2-19,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode86,VIB-28-02-24-Gr4-AC-7,PAW76169,Viby gymnasium,2024-02-28T00:00:00Z,1,000,000,111,000,000,000,000,000,000,000,000,000
PAW76169.barcode87,VIBO2023-Gr12-R2A-15,PAW76169,Viborg Gymnasium,2023-08-17T00:00:00Z,1,000,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode88,VIBY2021-Gr5-ISP2-19,PAW76169,Viby Gymnasium,2021-08-01T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode89,ÅGS-07-02-2024-GR2-AC-9,PAW76169,Århus Statsgymnasium,2024-02-07T00:00:00Z,1,111,000,111,000,000,000,100,000,000,000,000,000
PAW76169.barcode90,ÅGS-07-02-2024-GR3-AC-10,PAW76169,Århus Statsgymnasium,2024-02-07T00:00:00Z,1,100,110,110,111,110,110,110,110,110,000,000,000
PAW76169.barcode91,ÅGS-07-02-2024-GR5-AC-10,PAW76169,Århus Statsgymnasium,2024-02-07T00:00:00Z,1,111,000,111,000,000,000,111,000,000,000,000,000
PAW76169.barcode93,HJØR2022-Gr7-AC-10,PAW76169,Hjørring Gymnasium,2022-11-07T00:00:00Z,1,110,110,000,000,000,100,111,000,000,111,000,000
PAW76169.barcode94,HJØR2023-Gr7-AC-3,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,000,110,110,111,111,111,110,111,111,000
PAW76169.barcode95,PADE2023-Gr4-PDA-14,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,000,000,000,100,111,111,000,111,000,111,111,111
PAW76169.barcode96,PADE2023-Gr4-PDA-8,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,100,000,000,000,111,111,000,111,000,111,111,111
PBI66098.barcode01,AL290920-ISP2-14,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode02,AL290920-ISP2-15,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode03,AL290920-ISP2-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode04,AL290920-ISP2-10,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode05,AL290920-ISP2-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode06,AL290920-ISP2-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode07,AL290920-ISP2-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode08,AL290920-ISP2-7,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode09,AL290920-ISP2-12,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode10,AL290920-ISP2-9,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode11,AL290920-ISP2-13,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode12,AL290920-ISP2-11,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode13,AL290920-TSA-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode14,AL290920-ISP2-16,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode15,AL290920-ISP2-6,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode16,ODS-130324-GR16-AC-11,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode17,RIS-030424-Gr5-R2A-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode18,GHL-280824-Gr7-10%NB-7,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode20,SKIV2023-Gr7-AC-6,PBI66098,Skive Gymnasium,2023-11-27T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PBI66098.barcode21,SILK2023-Gr11-PDA-3,PBI66098,Silkeborg Gymnasium,2024-09-06T00:00:00Z,1,111,111,111,111,111,111,NA,111,111,111,111,000
PBI66098.barcode23,SILK-210224-Gr7-PDA-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode24,ÅGS-070224-Gr7-BHI-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode25,GLH-120924-Gr3_PDA-18,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode26,SILK2023-Gr11-PDA-6,PBI66098,Silkeborg Gymnasium,2024-09-06T00:00:00Z,1,111,111,NA,111,111,000,NA,111,111,111,100,111
PBI66098.barcode27,MDG2023-Gr2-10%NB-4,PBI66098,Munkensdam Gymnasium,2023-11-20T00:00:00Z,1,000,000,111,000,000,000,NA,111,000,000,000,000
PBI66098.barcode28,FAVR2023-Gr1-ISP2-6,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode29,AGS-100424-Gr15-AC-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode30,SIL-280224-GR16-BHI-19,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode31,GHL-120924-GR8-PDA-7,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode32,ODS-130324-GR15-NB-15,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode33,SKIV2023-GR4-AC-2,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode34,RIS-030424-GR5-R2A-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode35,ÅGS-070224-Gr6-10%NB-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode36,BJG-240424-Gr4-ISP2-16,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode37,GLH-280824-Gr7-10%NB-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode38,HOLS2023-GR14-AC-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode39,SILK-280224-GR14-AC-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode40,VIBY-180925-GR6-LB-9,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode41,HOLS2023-GR14-AC-6,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode42,AGS-100424-GR15-AC-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode43,VIBY-180925-GR4-LB-16,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode44,HOLS2023-GR12-R2A-12,PBI66098,Holstebro Gymnasium,2023-10-10T00:00:00Z,1,111,000,111,000,000,000,111,110,000,111,000,111
PBI66098.barcode45,VIBY-180925-GR2-ISP2-19,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode46,SILK2023-GR8-AC-13,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode47,ÅGS-070224-GR4-AC-10,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode48,SKIV2023-GR7-AC-10,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode49,VIBY-180925-GR2-ISP2-20,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode50,AGS-100424-GR9-AC-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode51,AGC-190124-GR6-R2A-11,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode52,BIRK-160925-GR7-LB-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode53,SILK-210224-GR2-ISP2-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode54,AGS-100424-GR12-AC-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode55,VIBY2023-GR8-AC-22,PBI66098,Viby Gymnasium,2023-10-04T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PBI66098.barcode56,VIBY-180925-GR6-LB-17,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode57,MARS-190925-GR3-ISP2-2,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode58,BIRK-160925-GR5-10%NB-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode59,SIL-120324-GR5-AC-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode60,AGS-100424-GR13-AC-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode61,SIL-120324-GR14-AC-18,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode62,ÅGS070224-GR7-BHI-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode63,ODS-130324-GR15-AC-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode64,BJG-240424-Gr4-AC-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode65,FAVR-310124-GR4-AC-18,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode66,SIL-280224-GR14-AC-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode67,VIBY-180925-GR7-LB-3,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode68,VIBY-180925-GR5-LB-13,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode69,VIBY-180925-GR4-LB-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode70,MT_RV43,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode71,MT_LIL,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode72,MT_KAS DSM 40818,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode73,SIL-210224-GR3-AC-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode74,SILK2023-GR6-AC-16,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode76,SKIV2023-GR3-PDA-10,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode77,HOLS2023-GR10-AC-16,PBI66098,Holstebro Gymnasium,2023-10-10T00:00:00Z,1,110,111,111,111,111,111,111,110,111,111,111,111
PBI66098.barcode79,SIL-210224-GR2-AC-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode80,ALS2023-GR2-AC-12,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode81,SKIV2023-GR7-AC-2,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode82,BIRK-160925-GR1-BHI-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode83,VIBY-180925-GR7-LB-14,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode84,TR-280825-GR2-PDA-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode85,OK-110925-GR2-R2A-20,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode86,VEJ-301025-GR1-PDA-1,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode87,AASS-011225-GR6-PDA-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode88,360-011225-GR1-PDA-17,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode89,AASS-011225-GR6-PDA-9,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode90,360-011225-GR1-PDA-13,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode91,AASS-011225-GR4-PDA-10,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode92,AASS-011225-GR4-PDA-5,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode93,AASS-011225-GR6-PDA-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode94,AASS-011225-GR4-PDA-4,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode95,TGS-091025-GR3-PDA-6,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66098.barcode96,TGS-091025-GR3-PDA-8,PBI66098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode01,360-011225-GR4-ISP2-3,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode02,360-011225-GR1-PDA-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode03,360-011225-GR4-ISP2-4,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode04,MARS-201125-GR6-10%NB-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode05,MARS-201125-GR2-AC-13,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode06,MARS-201125-GR7-BHI-7,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode07,MARS-201125-GR10-PDA-3,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode08,MARS-201125-GR1-R2A-19,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode09,MARS-201125-GR1-R2A-12,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode10,MARS-201125-GR7-BHI-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode11,MARS-201125-GR2-AC-14,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode12,EGAA-131125-GR4-AC-6,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode13,EGAA-131125-GR2-BHI-18,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode14,EGAA-131125-GR2-PDA-11,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode15,EGAA-131125-GR2-PDA-12,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode16,EGAA-131125-GR4-AC-4,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode17,EGAA-131125-GR2-BHI-17,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode18,FG-301025-GR1-PDA-4,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode20,FG-301025-GR1-ISP2-20,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode21,FG-301025-GR1-ISP2-15,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode23,FG-301025-GR1-PDA-3,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode24,FG-301025-GR1-PDA-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode25,VEJEN-301025-GR2-R2A-4,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode26,VEJEN-301025-GR2-R2A-2,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode27,VEJEN-301015-GR2-PDA-14,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode28,VEJEN-301025-GR2-PDA-8,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode29,VEJEN-301025-GR2-PDA-18,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode30,TGS-091025-GR2-ISP2-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode31,VEJEN-301025-GR5-PDA-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode32,TGS-091025-GR3-PDA-4,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode33,TGS-091025-GR3-PDA-5,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode34,TGS-091025-GR3-PDA-13,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode35,RIB-251125-GR2-AC-17,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode36,RIB-251125-GR6-AC-2,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode37,RIB-251125-GR5-PDA-11,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode38,RIB-251125-GR7-PDA-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode39,RIB-251125-GR6-AC-6,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode40,RIB-251125-GR6-AC-9,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode41,RIB-251125-GR5-R2A-2,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode42,RIB-251125-GR5-R2A-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode43,AGS-131125-GR3-PDA-9,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode44,AGS-131125-GR3-PDA-18,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode45,AGS-131125-GR1-AC-10B,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode46,AGS-131125-PDA-GR3-7,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode47,AGS-131125-PDA-GR4-9,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode48,AASS-011225-GR3-PDA-11,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode49,AASS-011225-GR5-PDA-14,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode50,AASS-011225-GR3-PDA-12,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode51,AASS-011225-GR11-PDA-12,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode52,AASS-011225-GR6-PDA-3,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode53,AASS-011225-GR4-PDA-12,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode54,AASS-011225-GR5-PDA-15,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode55,AASS-011225-GR1-PDA-11,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode56,AASS-011225-GR3-R2A-6,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode57,AASS-011225-GR6-PDA-2,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode58,AASS-011225-GR4-PDA-1,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode59,HOR-181125-GR1-PDA-19,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBI66519.barcode60,HOR-181125-GR2-PDA-6,PBI66519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
